id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
50094000,465000,HOUSE,MIXED_USE_BUILDING,Flanders,East Flanders,Gent,9000,51.0721057,3.7076482,,265,120,2,4,INSTALLED,0,0,1,11,0,0,0,0,AS_NEW,273,C,GAS,1,
64259000,469000,APARTMENT,DUPLEX,Wallonia,Hainaut,Mons,7000,50.4566294,3.9515049,,296,,4,3,INSTALLED,0,0,1,45,0,0,0,1,MISSING,377,E,ELECTRIC,1,2783
44921000,315000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2240,51.2212011,4.670485,,93,,4,2,USA_HYPER_EQUIPPED,0,0,1,10,0,0,0,0,AS_NEW,,MISSING,MISSING,0,
2949000,317645,APARTMENT,PENTHOUSE,Wallonia,Hainaut,Ath,7800,50.6266808,3.7715495,,133,,,3,MISSING,0,0,1,14,0,0,0,1,AS_NEW,99,B,GAS,1,
31966000,384000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8665959,4.3449,,110,,4,3,HYPER_EQUIPPED,0,0,1,7,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
4028000,358000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2880,,,,,245,2,3,INSTALLED,0,0,1,,0,0,0,1,GOOD,218,C,GAS,1,
72048000,799000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,3090,50.7777474,4.53824,1970,298,0,4,4,HYPER_EQUIPPED,0,1,0,0,0,0,0,1,MISSING,366,D,GAS,1,
53721000,170000,APARTMENT,FLAT_STUDIO,Flanders,Flemish Brabant,Halle-Vilvoorde,1932,50.8552905,4.4458622,1972,44,,,0,MISSING,0,1,1,8,0,0,1,1,MISSING,283,C,ELECTRIC,1,699
12062000,299900,APARTMENT,GROUND_FLOOR,Flanders,East Flanders,Gent,9080,51.0986968,3.8418373,,73,,,1,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
60928000,340000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,,,2023,120,,,2,INSTALLED,0,1,1,9,0,0,0,1,MISSING,,A,GAS,1,
30345000,80000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7080,,,,102,170,2,2,SEMI_EQUIPPED,0,0,0,0,1,1,0,0,TO_RENOVATE,368,E,FUELOIL,1,287
68838000,299000,HOUSE,VILLA,Wallonia,Hainaut,Mouscron,7700,,,1990,158,0,,3,HYPER_EQUIPPED,0,0,1,15,1,230,0,1,TO_RENOVATE,185,C,MISSING,0,1187
53970000,272000,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.4962796,3.9820702,,92,,4,2,INSTALLED,0,1,1,8,0,0,0,0,MISSING,80,A,GAS,1,1
65325000,417500,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0095525,4.4898045,2024,130,0,2,3,HYPER_EQUIPPED,0,0,1,10,0,0,0,0,MISSING,,MISSING,MISSING,0,
12238000,225000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.806269,3.7640667,1965,185,288,2,3,MISSING,0,0,0,0,1,160,0,0,TO_BE_DONE_UP,495,E,GAS,1,634
79056000,225000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2100,51.2220155,4.4649174,,70,,,1,INSTALLED,0,1,0,0,1,22,0,0,JUST_RENOVATED,238,C,GAS,1,
77808000,300000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,7181,,,,83,,4,2,INSTALLED,0,0,1,18,0,0,0,1,AS_NEW,,MISSING,GAS,1,
72293000,319500,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2470,51.2677034,5.0848534,2024,100,,3,2,HYPER_EQUIPPED,0,0,1,14,0,0,0,0,MISSING,,MISSING,MISSING,1,
41325000,498000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2811,51.0105562,4.4405121,2012,154,395,2,3,MISSING,0,0,0,0,0,0,0,0,MISSING,162,B,GAS,1,1
52738000,309000,APARTMENT,GROUND_FLOOR,Wallonia,Walloon Brabant,Nivelles,1360,,,2023,93,,,2,INSTALLED,0,1,1,12,0,0,0,1,MISSING,,A,GAS,1,
70958000,275000,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2220,51.046095,4.7256921,2003,112,,2,2,INSTALLED,0,1,0,0,0,0,0,0,MISSING,186,B,GAS,1,922
35039000,245000,APARTMENT,FLAT_STUDIO,Flanders,Flemish Brabant,Leuven,3000,50.8738895,4.6909099,1994,35,,2,1,INSTALLED,1,0,1,,0,0,0,1,GOOD,222,C,GAS,1,639
36781000,6950000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8300,51.3539122,3.318357,1973,355,1611,4,5,HYPER_EQUIPPED,0,0,0,0,0,0,0,0,TO_RENOVATE,277,C,GAS,1,3609
2255000,335750,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.3178321,3.1416329,,83,,2,2,INSTALLED,0,0,1,7,0,0,0,0,MISSING,,MISSING,MISSING,0,
77550000,229000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2350,51.3041861,4.8872756,2005,70,,2,1,SEMI_EQUIPPED,0,1,1,,0,0,0,1,GOOD,211,C,GAS,1,770
48595000,311732,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3320,,,,126,345,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,,MISSING,MISSING,0,
29751000,330000,HOUSE,FARMHOUSE,Flanders,Limburg,Hasselt,3800,50.8269273,5.2480198,1850,115,3399,,3,NOT_INSTALLED,0,0,0,0,0,0,0,1,TO_RENOVATE,0,MISSING,MISSING,0,396
57120000,170000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6180,50.4601192,4.3879481,,,276,3,3,MISSING,0,0,0,0,0,0,0,1,MISSING,394,E,GAS,1,580
42307000,439000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2340,51.3019002,4.7856442,,278,2637,4,6,INSTALLED,0,0,0,0,0,0,0,0,TO_RENOVATE,770,F,FUELOIL,0,
28104000,453146,HOUSE,BUNGALOW,Flanders,West Flanders,Roeselare,8800,50.9703665,3.1079974,,,463,,3,MISSING,0,0,0,0,0,0,0,1,GOOD,10,A,MISSING,0,
50153000,299000,HOUSE,APARTMENT_BLOCK,Wallonia,Namur,Namur,5300,50.4383015,5.1223575,,305,337,3,4,SEMI_EQUIPPED,0,0,1,30,1,50,0,0,TO_BE_DONE_UP,270,D,FUELOIL,1,
77028000,549000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9340,50.9585155,3.8861091,2023,223,384,3,5,MISSING,0,0,0,0,0,0,0,0,GOOD,,A,MISSING,1,960
45887000,715000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1560,50.7658886,4.4957039,1988,315,902,4,4,HYPER_EQUIPPED,0,0,1,,0,0,0,0,MISSING,363,D,ELECTRIC,1,2702
19094000,890000,HOUSE,HOUSE,Flanders,West Flanders,Diksmuide,8600,51.0161638,2.8969342,1930,480,2356,4,5,INSTALLED,0,0,1,,0,0,0,1,AS_NEW,191,B,FUELOIL,0,1683
61259000,389000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,50.8772844,4.3900547,1931,130,,2,3,INSTALLED,0,1,1,15,0,0,0,1,MISSING,297,F,GAS,1,603
8699000,229000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3580,51.044766,5.230355,1949,163,1682,3,3,MISSING,0,0,1,25,0,0,0,1,TO_RENOVATE,347,D,GAS,1,560
21827000,165000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6040,,,,,200,3,1,MISSING,0,0,1,9,1,200,0,1,TO_RENOVATE,,G,MISSING,1,
77697000,215000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1020,,,1935,90,,2,2,MISSING,0,1,1,3,0,0,0,1,TO_RENOVATE,376,G,GAS,0,
62926000,795000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2020,51.1903657,4.393345,1971,354,443,3,5,SEMI_EQUIPPED,0,1,0,0,0,0,0,1,TO_RENOVATE,415,E,MISSING,1,2543
39287000,445000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,50.8155932,4.3401837,1930,129,,2,2,MISSING,0,0,1,9,0,0,0,0,TO_RENOVATE,339,F,FUELOIL,0,
177000,389000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,50.8528266,4.4278733,2024,72,,2,1,USA_HYPER_EQUIPPED,0,0,1,6,0,0,0,0,AS_NEW,62,B,MISSING,1,
20982000,369000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3360,50.8292835,4.7535157,1966,209,1100,4,4,MISSING,1,1,0,0,1,,0,0,TO_RENOVATE,536,F,FUELOIL,1,1234
39723000,495000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1800,50.9297142,4.4195756,1905,200,100,2,4,MISSING,0,0,1,1,1,1,0,1,GOOD,168,B,GAS,0,
21713000,311191,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2500,51.1454512,4.5413765,2024,93,,,2,USA_HYPER_EQUIPPED,0,0,1,8,0,0,0,1,AS_NEW,,MISSING,MISSING,1,
42243000,425000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,2450,51.1345833,5.077878,2023,133,,,2,HYPER_EQUIPPED,0,0,1,31,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
66731000,449000,HOUSE,HOUSE,Wallonia,Liège,Liège,4140,50.5166641,5.637534,2003,175,970,4,6,INSTALLED,0,0,1,28,1,840,0,0,GOOD,187,C,FUELOIL,1,974
36291000,229000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,50.7461911,4.2642702,,,145,2,3,SEMI_EQUIPPED,0,1,0,0,1,,0,0,TO_RENOVATE,804,F,MISSING,0,424
54786000,110000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,50.6973092,4.0455277,1935,85,250,2,2,MISSING,0,0,0,0,0,0,0,0,MISSING,505,F,FUELOIL,1,1
20749000,127500,APARTMENT,FLAT_STUDIO,Flanders,Antwerp,Antwerp,2000,51.2301643,4.4170893,2014,30,,4,0,USA_INSTALLED,1,0,1,6,0,0,0,0,GOOD,144.9,B,GAS,0,
77792000,224000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2610,51.1639664,4.3935956,1965,97,,3,2,INSTALLED,0,1,1,15,0,0,0,0,GOOD,262,C,GAS,1,783
75115000,266725,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8460,51.192827,3.0044652,,,,,2,MISSING,0,0,1,1,0,0,0,1,AS_NEW,,A++,MISSING,1,
15474000,995000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3504815,3.2869429,1966,194,,2,4,USA_HYPER_EQUIPPED,0,0,1,8,0,0,0,0,AS_NEW,189,B,MISSING,1,1562
5615000,345620,APARTMENT,APARTMENT,Flanders,Limburg,Maaseik,3650,51.0406599,5.7323662,,160,,,2,MISSING,0,0,1,45,0,0,0,1,MISSING,,MISSING,MISSING,1,
24703000,415500,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2220,51.0725953,4.7228343,2023,111,,4,3,INSTALLED,0,1,1,51,1,,0,0,MISSING,,MISSING,MISSING,1,
70064000,499000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9190,51.2139356,4.0166012,,191,885,3,3,USA_HYPER_EQUIPPED,0,0,1,,0,0,0,0,MISSING,,MISSING,MISSING,1,
30469000,775000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2920,51.3581318,4.4782931,,288,2000,,3,MISSING,0,1,0,0,0,0,0,1,GOOD,470,E,MISSING,1,
51804000,349000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1650,50.7423775,4.3289402,1935,140,340,3,3,MISSING,0,1,1,,0,0,0,0,TO_BE_DONE_UP,551,F,GAS,1,597
68489000,295000,HOUSE,HOUSE,Wallonia,Liège,Liège,4340,50.711547,5.467962,,110,236,,4,MISSING,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,179,C,GAS,1,812
72559000,335000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,,,1930,114,,2,2,SEMI_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,,F,FUELOIL,0,
37760000,189999,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,6150,,,1895,143,650,3,3,INSTALLED,0,0,1,30,1,490,0,1,GOOD,387,E,GAS,1,366
20730000,654181,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9270,,,,165,1000,,3,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,MISSING,,MISSING,GAS,1,
7423000,400000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1090,50.8758606,4.33441,1926,210,225,2,4,SEMI_EQUIPPED,0,0,1,,1,225,0,1,TO_RENOVATE,416,G,GAS,1,1259
51187000,385000,APARTMENT,GROUND_FLOOR,Wallonia,Liège,Liège,4100,50.5798326,5.5471062,,132,,,3,MISSING,0,0,1,60,0,0,0,1,MISSING,,B,MISSING,1,
78847000,400000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9040,51.0493166,3.7573762,1930,161,0,2,4,INSTALLED,0,0,0,0,0,0,0,0,GOOD,270,C,GAS,1,707
26668000,425000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,,,1920,80,,2,1,USA_HYPER_EQUIPPED,0,0,1,5,0,0,0,0,GOOD,245,E,MISSING,1,
46168000,349500,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1830,,,,109,,,3,MISSING,0,0,1,9,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
25985000,553789,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8540,,,,163,627,,3,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,,MISSING,GAS,1,
14557000,335000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8450,51.2459863,2.9564439,,78,,,2,MISSING,0,0,1,23,0,0,0,1,MISSING,,MISSING,MISSING,0,
42553000,345000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2260,51.0839948,4.8778075,1967,204,2300,4,3,MISSING,0,0,0,0,0,0,0,0,MISSING,939,F,FUELOIL,1,810
54494000,635000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,50.731426,4.2288052,1997,320,1038,4,4,MISSING,0,0,1,,0,0,0,1,GOOD,344,D,MISSING,1,2905
20415000,270850,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6531367,5.6053659,,99,,2,3,MISSING,0,0,1,18,0,0,0,1,MISSING,120,B,GAS,1,
61449000,325000,APARTMENT,APARTMENT,Wallonia,Hainaut,Mouscron,7780,50.7676118,3.000706,2023,112,,3,2,INSTALLED,0,1,1,14,0,0,1,1,MISSING,49,A,GAS,0,
74395000,589000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8310,51.2070874,3.2662858,2024,,534,4,0,MISSING,0,0,0,0,0,0,0,1,GOOD,,MISSING,MISSING,0,
44716000,521500,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1160,50.8163956,4.3989398,2023,105,,,2,HYPER_EQUIPPED,0,0,1,8,0,0,0,1,AS_NEW,,MISSING,GAS,0,
45870000,255000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8560,,,1939,187,469,2,4,MISSING,0,0,1,,0,0,0,1,TO_BE_DONE_UP,581,F,GAS,1,520
16883000,370000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,3090,,,1991,109,,3,3,INSTALLED,0,0,1,24,0,0,0,1,GOOD,190,B,GAS,0,1462
4437000,319000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2100,51.2226547,4.4649166,1918,,125,2,3,SEMI_EQUIPPED,0,1,0,0,0,0,0,1,GOOD,364,D,GAS,1,654
5209000,173520,APARTMENT,APARTMENT,Wallonia,Hainaut,Thuin,7130,50.4142232,4.1660374,,71,,,1,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
17837000,299000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2440,51.0979848,4.9482181,2023,,,2,2,USA_HYPER_EQUIPPED,0,0,0,0,0,0,0,0,AS_NEW,,MISSING,MISSING,0,
10640000,412000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8340,51.2074209,3.3154863,,141,430,4,3,MISSING,0,0,0,0,0,0,0,0,MISSING,,MISSING,MISSING,0,
38955000,180000,APARTMENT,APARTMENT,Wallonia,Luxembourg,Neufchâteau,6920,50.080466,5.1218962,2023,79,,4,3,INSTALLED,0,0,0,0,0,0,0,0,AS_NEW,,A,GAS,1,
27594000,580000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8000,51.2110487,3.2207249,,326,167,,3,MISSING,0,0,0,0,0,0,0,0,TO_RENOVATE,453,E,MISSING,0,
57500000,159000,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1210,50.8569969,4.3679272,,40,,,1,INSTALLED,0,0,0,0,0,0,0,1,JUST_RENOVATED,,MISSING,MISSING,0,
48067000,528200,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1880,50.9791102,4.3501305,,,470,3,3,MISSING,0,1,0,0,1,,0,1,MISSING,,MISSING,MISSING,0,
25475000,255000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1020,50.8914326,4.3273242,1951,80,,2,2,USA_INSTALLED,0,0,0,0,0,0,0,1,MISSING,,MISSING,GAS,1,700
41483000,990000,HOUSE,COUNTRY_COTTAGE,Flanders,West Flanders,Brugge,8000,51.2428721,3.2312561,1903,,20570,4,5,NOT_INSTALLED,0,0,0,0,0,0,0,0,TO_RENOVATE,,MISSING,MISSING,0,
40201000,417000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1400,50.5996376,4.3170058,,,,,3,MISSING,0,0,0,0,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
13528000,495000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8570,50.8111189,3.482344,1900,107,5555,4,3,MISSING,0,1,0,0,1,,0,0,TO_RESTORE,1126,F,FUELOIL,0,
43671000,349000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2600,51.1797839,4.4322276,,88,,2,2,HYPER_EQUIPPED,0,0,0,0,1,75,0,0,AS_NEW,267,C,GAS,1,669
53219000,270000,HOUSE,HOUSE,Flanders,West Flanders,Veurne,8660,51.0955549,2.5901916,1936,174,200,2,3,INSTALLED,0,0,0,0,1,92,0,1,GOOD,287,C,ELECTRIC,0,
72645000,291900,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,2300,51.3166896,4.9432447,2024,92,,2,2,MISSING,0,0,1,20,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
31456000,750000,HOUSE,EXCEPTIONAL_PROPERTY,Wallonia,Namur,Namur,5150,50.4343091,4.733793,2010,,2500,4,3,USA_HYPER_EQUIPPED,1,0,1,,0,0,0,0,AS_NEW,155,B,FUELOIL,1,
55285000,170000,APARTMENT,APARTMENT,Wallonia,Hainaut,Ath,7801,50.6229031,3.7671962,,111,,,2,NOT_INSTALLED,0,1,0,0,1,,0,1,TO_RENOVATE,307,D,ELECTRIC,1,
47841000,379000,APARTMENT,DUPLEX,Flanders,East Flanders,Sint-Niklaas,9100,51.1792755,4.1555237,,156,,,3,SEMI_EQUIPPED,0,1,1,,0,0,0,1,MISSING,,MISSING,GAS,1,
74527000,220000,HOUSE,HOUSE,Wallonia,Liège,Waremme,4357,50.6616129,5.312479,,115,109,2,3,USA_INSTALLED,0,0,1,,0,0,0,0,GOOD,421,E,FUELOIL,1,
7203000,480000,HOUSE,MIXED_USE_BUILDING,Brussels-Capital,Brussels,Brussels,1200,50.8531346,4.4375453,,104,179,2,3,MISSING,0,0,1,40,1,110,0,0,TO_BE_DONE_UP,833,G,ELECTRIC,1,1616
41740000,250000,APARTMENT,GROUND_FLOOR,Flanders,Flemish Brabant,Halle-Vilvoorde,1560,50.7680197,4.4765757,,103,,2,2,MISSING,0,0,1,,1,43,0,0,TO_RESTORE,,MISSING,GAS,1,
69044000,399000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2610,51.1697666,4.3670861,2023,86,,2,2,USA_INSTALLED,0,0,1,18,1,80,0,0,AS_NEW,,MISSING,MISSING,1,
72391000,435000,HOUSE,HOUSE,Flanders,West Flanders,Diksmuide,8650,50.994135,2.9118799,,153,362,,3,MISSING,0,0,0,0,0,0,0,0,GOOD,,A,MISSING,0,
49178000,424500,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0011793,4.4838797,,142,0,3,3,HYPER_EQUIPPED,0,0,1,12,1,43,0,0,MISSING,,MISSING,MISSING,0,
63793000,630000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3110,50.9725769,4.7158416,2023,240,792,3,4,HYPER_EQUIPPED,0,1,1,20,1,460,0,0,MISSING,10,A,MISSING,1,
9236000,255750,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8570,50.8182874,3.430478,2022,1030,,4,2,INSTALLED,0,0,1,10,0,0,0,0,AS_NEW,30,A,SOLAR,1,1
42057000,325000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,7180,,,,88,,,2,MISSING,0,1,0,0,1,30,0,1,MISSING,,A,MISSING,0,
77310000,340000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0580772,3.7391171,,68,,,1,HYPER_EQUIPPED,0,0,1,14,0,0,0,1,MISSING,,MISSING,MISSING,1,
65399000,353900,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1350,,,,134,330,2,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
34904000,349000,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1080,,,,140,,2,3,INSTALLED,0,0,1,30,0,0,0,1,GOOD,,MISSING,GAS,0,
49283000,165000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,,,1990,60,,2,1,INSTALLED,1,0,0,0,0,0,0,0,JUST_RENOVATED,151,B,GAS,0,691
43282000,349000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2360,51.320105,4.9874875,1975,160,293,3,3,INSTALLED,0,1,1,40,1,150,0,0,GOOD,293,C,GAS,1,692
35756000,399500,HOUSE,HOUSE,Wallonia,Liège,Liège,4120,50.5402933,5.4876955,1980,150,803,4,3,INSTALLED,0,1,0,0,1,550,0,1,GOOD,425,E,FUELOIL,1,1514
13549000,390000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,50.7952533,4.3197984,,99,,4,2,HYPER_EQUIPPED,0,0,1,31,0,0,0,1,AS_NEW,45,A,ELECTRIC,0,
3345000,263666,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0964475,2.589268,,72,,2,1,MISSING,0,0,1,21,0,0,0,1,GOOD,,MISSING,GAS,0,
7638000,190000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9340,50.956201,3.9047906,,145,165,3,3,MISSING,0,0,0,0,1,60,0,0,MISSING,662,F,ELECTRIC,1,
47953000,225000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,,,1940,56,,2,1,USA_SEMI_EQUIPPED,0,0,0,0,0,0,0,1,TO_RENOVATE,247,E,GAS,1,
73614000,150000,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9100,51.1536013,4.1582427,1972,95,,,2,MISSING,0,0,1,,0,0,0,0,GOOD,158,B,GAS,1,1023
34114000,306120,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5640,50.3139197,4.6615033,2023,95,,4,2,MISSING,0,1,1,19,1,56,0,1,MISSING,55,A,ELECTRIC,1,
40975000,200000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1300,,,1970,85,,4,2,SEMI_EQUIPPED,0,1,0,0,1,,0,1,GOOD,268,D,MISSING,0,1192
10086000,359500,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1090,,,2022,102,,4,2,INSTALLED,0,1,1,9,0,0,0,1,GOOD,,MISSING,GAS,1,
3188000,290000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0731105,2.6019306,2016,103,,2,2,INSTALLED,0,0,1,22,1,40,0,0,AS_NEW,,A,GAS,1,
37867000,382000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1082,,,,133,,,3,USA_HYPER_EQUIPPED,0,0,1,16,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
11356000,220000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3300,50.8079943,4.9429068,1978,91,,2,2,INSTALLED,0,1,1,8,0,0,0,1,GOOD,149,B,GAS,1,1011
48273000,359000,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9100,51.1596884,4.1497727,1965,160,,,3,MISSING,0,0,1,9,0,0,0,0,GOOD,239,C,GAS,1,1149
73404000,429500,APARTMENT,DUPLEX,Flanders,Flemish Brabant,Halle-Vilvoorde,1653,50.7289757,4.3034602,2024,142,,2,3,MISSING,0,0,1,10,0,0,0,0,MISSING,,A++,MISSING,1,
31869000,269900,APARTMENT,APARTMENT,Wallonia,Luxembourg,Neufchâteau,6880,49.8561537,5.2493596,,105,,,3,MISSING,0,0,1,13,0,0,0,1,AS_NEW,,A,MISSING,0,
42131000,499000,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6990,50.242606,5.383886,2010,310,1358,,4,USA_HYPER_EQUIPPED,0,1,1,40,1,1358,0,0,GOOD,243,C,FUELOIL,1,1461
22996000,220000,APARTMENT,APARTMENT,Wallonia,Luxembourg,Virton,6740,49.6698315,5.565135,2023,75,,3,2,INSTALLED,0,0,0,0,0,0,0,0,AS_NEW,,MISSING,GAS,1,
34721000,99900,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2440,51.1552506,4.9941509,1989,28,,3,1,SEMI_EQUIPPED,0,1,0,0,1,,0,0,GOOD,245,C,ELECTRIC,1,
50837000,357000,APARTMENT,PENTHOUSE,Flanders,West Flanders,Kortrijk,8540,50.8189987,3.380135,2024,92,,,2,MISSING,0,0,1,18,0,0,0,0,GOOD,,MISSING,MISSING,1,
63223000,579000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2610,51.1770331,4.3975068,,190,152,2,3,INSTALLED,0,0,1,12,1,82,0,0,AS_NEW,274,C,GAS,1,
37384000,169000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9441792,4.0138904,1965,63,,3,1,INSTALLED,0,0,1,,0,0,0,0,JUST_RENOVATED,215,C,FUELOIL,1,632
22684000,395000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9050,51.0205513,3.7787886,2017,110,,4,2,INSTALLED,0,0,1,10,0,0,0,1,MISSING,,MISSING,GAS,1,1210
66721000,330000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1400,,,,108,420,4,2,USA_INSTALLED,0,1,1,100,1,300,0,0,GOOD,346,E,FUELOIL,1,1222
