id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
34221000,225000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2050,51.2171725,4.3799821,1963,100,,2,2,INSTALLED,0,0,1,5,0,0,0,0,MISSING,231,C,GAS,1,922
2104000,449000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9185,51.174944,3.845248,,,680,,2,MISSING,0,0,0,0,0,0,0,0,MISSING,221,C,MISSING,1,406
34036000,335000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1070,50.8420431,4.3345427,,142,,2,3,INSTALLED,0,0,1,,0,0,0,1,AS_NEW,,MISSING,GAS,0,
58496000,501000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2275,51.2383125,4.8171921,2024,187,505,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,99,A,MISSING,0,
48727000,982700,APARTMENT,DUPLEX,Wallonia,Walloon Brabant,Nivelles,1410,,,2022,169,,2,2,HYPER_EQUIPPED,0,0,1,20,1,142,0,0,AS_NEW,19,A+,GAS,0,
22183000,548514,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1700,,,,187,710,4,3,MISSING,0,0,0,0,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
13232000,325000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1420,50.6836074,4.3715129,,80,,,1,MISSING,0,0,1,11,0,0,0,1,MISSING,,MISSING,GAS,1,
48707000,424000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9800,50.9830147,3.5707416,2023,155,291,,4,HYPER_EQUIPPED,0,0,0,0,0,0,0,0,GOOD,,MISSING,MISSING,1,
74290000,185000,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6318255,5.5573521,,,,2,2,MISSING,0,0,1,,0,0,0,1,MISSING,212,C,MISSING,1,
58028000,3500000,HOUSE,VILLA,Flanders,West Flanders,Brugge,8300,51.3533226,3.2963532,1935,277,588,,6,MISSING,0,0,0,0,0,0,0,0,TO_RENOVATE,394,D,MISSING,0,
28322000,385000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9190,51.2062441,4.0756996,,309,309,3,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
52406000,957000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1335511,2.6841365,,133,,,3,NOT_INSTALLED,0,1,1,24,0,0,0,1,MISSING,,MISSING,MISSING,0,
59541000,294000,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4700,50.6335911,6.0298685,2023,106,,3,2,NOT_INSTALLED,0,1,1,7,0,0,0,1,MISSING,,MISSING,GAS,1,
22074000,347000,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2820,51.0240727,4.5424491,2011,102,,2,2,INSTALLED,0,0,1,,0,0,0,0,MISSING,113,B,GAS,1,
599000,110000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6010,50.3934192,4.4691796,1918,150,0,2,2,INSTALLED,0,0,1,,0,0,0,0,TO_RENOVATE,386,E,FUELOIL,1,535
67642000,920000,HOUSE,VILLA,Flanders,West Flanders,Veurne,8670,51.1234059,2.6720993,1946,,897,4,4,INSTALLED,0,0,1,40,0,0,0,1,GOOD,139,B,GAS,1,1023
19219000,258000,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4620,50.6152662,5.6818334,,83,,,1,INSTALLED,0,1,1,16,0,0,0,1,MISSING,50,A,GAS,1,
58409000,499000,HOUSE,HOUSE,Wallonia,Liège,Liège,4040,,,,,0,3,7,MISSING,0,0,1,,0,0,0,1,GOOD,200,C,MISSING,0,
47395000,270000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,,,1973,115,,3,3,MISSING,0,0,1,,0,0,0,1,TO_BE_DONE_UP,236,C,MISSING,0,1160
40141000,1495000,HOUSE,EXCEPTIONAL_PROPERTY,Brussels-Capital,Brussels,Brussels,1083,50.8680822,4.321352,1922,583,1627,4,5,MISSING,0,0,1,,0,0,1,0,GOOD,498,G,GAS,0,6962
10079000,549000,HOUSE,VILLA,Flanders,East Flanders,Dendermonde,9240,51.065914,3.9873207,2001,185,571,4,4,HYPER_EQUIPPED,0,0,0,0,0,0,0,0,AS_NEW,142,B,GAS,1,
38983000,450000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1070,,,,150,136,,3,MISSING,0,0,1,12,1,35,0,1,JUST_RENOVATED,322,F,GAS,1,
33039000,175000,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1160,50.822456,4.4069171,1968,38,,,0,INSTALLED,0,0,0,0,0,0,0,0,GOOD,265,E,MISSING,1,731
37990000,272000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,,,,84,,2,2,MISSING,0,0,1,13,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
40357000,298500,HOUSE,HOUSE,Wallonia,Luxembourg,Bastogne,6637,49.8637812,5.7257927,,160,544,4,3,USA_UNINSTALLED,0,0,0,0,1,,0,1,MISSING,,MISSING,GAS,1,
62831000,319000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3210,50.889716,4.8340729,,85,,,1,USA_HYPER_EQUIPPED,0,0,1,12,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
15128000,130000,APARTMENT,GROUND_FLOOR,Flanders,Limburg,Hasselt,3550,51.0418133,5.3006514,1982,49,,,1,MISSING,0,0,0,0,0,0,0,1,GOOD,221,C,GAS,1,617
73440000,249000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7000,50.451192,3.98746,,127,485,3,3,SEMI_EQUIPPED,0,0,1,,1,434,0,0,GOOD,448,F,FUELOIL,0,941
41033000,310000,APARTMENT,PENTHOUSE,Flanders,East Flanders,Aalst,9450,50.910128,3.98694,2023,93,,2,2,MISSING,0,0,1,45,0,0,0,0,MISSING,,MISSING,MISSING,1,
34389000,165000,HOUSE,HOUSE,Wallonia,Liège,Liège,4430,50.6568111,5.5209982,1918,109,135,2,3,MISSING,0,0,0,0,0,0,0,0,MISSING,295,D,FUELOIL,0,371
43150000,320844,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8000,,,2021,112,,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,0,MISSING,MISSING,0,
53269000,367847,HOUSE,HOUSE,Wallonia,Liège,Liège,4621,50.6343131,5.6915442,,180,472,3,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,B,MISSING,1,
44203000,1790000,HOUSE,FARMHOUSE,Wallonia,Hainaut,Tournai,7730,,,,600,5653,3,6,INSTALLED,0,0,1,,0,0,1,1,AS_NEW,201,C,GAS,1,
25701000,372500,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.231003,2.9204224,,82,,,2,MISSING,0,0,1,8,0,0,0,1,GOOD,,MISSING,MISSING,1,
2083000,645000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1380,,,1970,220,538,4,4,INSTALLED,0,0,1,,1,538,0,1,MISSING,231,C,GAS,1,3391
14166000,305000,APARTMENT,GROUND_FLOOR,Flanders,East Flanders,Oudenaarde,9770,50.9040446,3.5211778,,96,,,2,HYPER_EQUIPPED,0,0,1,13,0,0,0,0,GOOD,,MISSING,MISSING,1,
74225000,125000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,50.7728017,3.8825041,,79,40,2,2,MISSING,0,1,0,0,0,0,0,1,GOOD,622,F,MISSING,1,
77787000,300000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.8028023,3.7696364,1938,204,319,,4,INSTALLED,0,0,0,0,0,0,0,0,MISSING,286,C,GAS,1,604
12568000,270650,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9342398,4.0481151,,69,,2,1,MISSING,0,0,1,8,0,0,0,1,MISSING,,MISSING,MISSING,0,
10472000,280000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2280,51.1726725,4.7431011,2024,82,,2,2,MISSING,0,0,1,14,0,0,0,0,GOOD,,MISSING,MISSING,1,1
38473000,398386,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,9200,51.0468845,4.0970264,2023,121,,,2,HYPER_EQUIPPED,0,0,1,10,0,0,0,0,MISSING,,MISSING,MISSING,1,
70674000,180000,HOUSE,HOUSE,Wallonia,Namur,Philippeville,5620,50.2305543,4.5588074,,120,0,4,3,MISSING,0,0,1,,0,0,0,1,MISSING,386,E,MISSING,0,453
5888000,725000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1380,,,1992,480,650,3,5,USA_HYPER_EQUIPPED,0,0,1,25,1,700,0,1,GOOD,424,E,FUELOIL,1,
66970000,320517,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9180,51.1732149,3.9425774,2023,108,,4,2,HYPER_EQUIPPED,0,0,1,23,0,0,0,0,MISSING,,MISSING,MISSING,1,
49583000,250000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1480,,,,130,215,3,3,INSTALLED,0,1,1,38,1,55,0,1,GOOD,313,D,GAS,1,617
6574000,795000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,,,,306,,,4,MISSING,0,0,0,0,0,0,0,0,MISSING,167,B,MISSING,0,
6782000,340000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8476358,4.3529321,2019,87,,,1,INSTALLED,0,0,0,0,0,0,0,1,AS_NEW,,C,GAS,1,697
25790000,200000,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Charleroi,6061,,,,300,220,,2,SEMI_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,628,G,GAS,1,
30081000,265000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2225441,4.4797397,1978,102,,2,2,INSTALLED,0,0,1,10,0,0,0,0,JUST_RENOVATED,119,B,GAS,1,1068
59336000,309900,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3200,51.0053889,4.8366618,2023,92,,3,2,INSTALLED,0,1,1,18,1,,0,0,MISSING,,MISSING,MISSING,1,
23654000,159000,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6425959,5.5334123,1981,100,93,3,2,INSTALLED,0,0,1,18,0,0,0,0,TO_BE_DONE_UP,353,E,PELLET,1,410
56807000,199000,HOUSE,COUNTRY_COTTAGE,Wallonia,Walloon Brabant,Nivelles,1367,50.670858,4.89733,,200,880,4,3,MISSING,0,1,0,0,1,,0,1,TO_RENOVATE,753,G,MISSING,0,
25753000,535000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3140,51.0061085,4.6204123,,181,500,3,3,MISSING,0,0,0,0,0,0,0,0,MISSING,,A,MISSING,1,
35297000,349000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8570,50.8188585,3.429683,2023,124,,,3,MISSING,0,0,1,26,0,0,0,1,GOOD,99,A,MISSING,0,
37326000,660000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,,,,107,,,2,USA_INSTALLED,0,0,1,11,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
69864000,199000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,,,,,,,2,MISSING,0,0,0,0,0,0,0,1,GOOD,794,G,GAS,1,
63909000,520000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9820,50.9804761,3.7441497,2023,166,449,3,4,MISSING,0,0,1,,1,,0,0,MISSING,,MISSING,MISSING,1,
6828000,353500,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9620,50.8870899,3.8418008,,146,363,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,,MISSING,MISSING,1,
2419000,145000,HOUSE,HOUSE,Wallonia,Namur,Dinant,5540,,,,86,784,4,2,MISSING,0,0,0,0,0,0,0,1,GOOD,402,E,FUELOIL,1,514
32917000,348000,HOUSE,HOUSE,Flanders,West Flanders,Ieper,8640,50.9007086,2.7886029,,148,127,,4,MISSING,0,0,1,25,0,0,0,0,GOOD,,A,ELECTRIC,1,
65302000,735000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8553,,,2016,150,1718,4,3,MISSING,0,0,1,,0,0,0,1,GOOD,123,B,MISSING,1,
77828000,174400,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.315817,3.1400226,1970,87,,,2,MISSING,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,560,F,MISSING,0,
37496000,250000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8580,50.7777398,3.4414717,,83,,,1,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,1,
24202000,235000,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1020,50.8937882,4.3652405,1960,95,,,2,MISSING,0,0,0,0,0,0,0,1,GOOD,558,G,MISSING,0,
41722000,415000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3071,50.9089208,4.577938,1990,213,1868,3,5,SEMI_EQUIPPED,0,1,1,,1,,0,0,TO_BE_DONE_UP,411,E,ELECTRIC,1,1326
67529000,160000,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1210,50.8494105,4.3758664,1968,30,,,0,MISSING,0,0,0,0,0,0,0,1,GOOD,294,F,GAS,1,736
70849000,400000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9051,51.0274241,3.696983,2023,111,,,3,INSTALLED,0,0,1,27,0,0,0,0,MISSING,,MISSING,MISSING,1,
50521000,179000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3300,50.8130797,4.9305254,,78,,,2,MISSING,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,205,C,MISSING,0,
71251000,259000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6200,,,,243,0,3,3,HYPER_EQUIPPED,0,0,1,,0,0,0,1,MISSING,289,D,FUELOIL,1,612
9214000,765000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,,,1971,88,,2,3,MISSING,0,0,0,0,0,0,0,1,AS_NEW,215,C,MISSING,1,919
30123000,356600,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3520,,,,93,,,2,MISSING,0,0,1,22,0,0,0,1,MISSING,,MISSING,MISSING,0,
32624000,293319,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.6860556,4.2075045,2024,,,2,2,USA_INSTALLED,0,0,1,11,0,0,0,0,MISSING,63,A,MISSING,1,
1418000,269000,HOUSE,VILLA,Flanders,East Flanders,Oudenaarde,9680,50.8077698,3.6766226,,235,675,4,3,SEMI_EQUIPPED,0,1,0,0,0,0,0,0,TO_RENOVATE,854,F,FUELOIL,0,
1234000,425000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9820,50.9990111,3.7472762,2023,213,223,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,,MISSING,MISSING,1,
1759000,499000,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,Flemish Brabant,Leuven,3460,50.9194375,4.932433,2023,231,630,3,3,USA_HYPER_EQUIPPED,0,0,0,0,1,630,0,1,AS_NEW,31,A,MISSING,0,
68093000,275000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7640,,,,229,328,3,3,INSTALLED,0,0,1,,1,160,1,1,GOOD,330,D,FUELOIL,1,664
17119000,595000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9130,51.2921789,4.1785493,,,0,4,4,INSTALLED,0,0,1,35,1,620,0,1,GOOD,136,B,GAS,0,1576
39471000,898000,HOUSE,VILLA,Brussels-Capital,Brussels,Brussels,1070,50.8344397,4.2859824,,431,0,3,5,INSTALLED,0,0,0,0,1,1400,0,1,MISSING,326,F,GAS,0,
63392000,99000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6040,,,,120,183,3,2,NOT_INSTALLED,0,0,0,0,1,75,0,1,MISSING,756,G,CARBON,1,386
10313000,399000,HOUSE,APARTMENT_BLOCK,Flanders,Antwerp,Antwerp,2000,51.2252739,4.4136884,1905,210,25,2,2,MISSING,0,1,0,0,1,,0,1,TO_RENOVATE,836,F,MISSING,0,
14539000,429000,HOUSE,TOWN_HOUSE,Flanders,Antwerp,Antwerp,2150,51.19957,4.4867528,1973,162,211,2,3,INSTALLED,0,1,0,0,1,,0,0,GOOD,136,B,GAS,1,
23862000,365250,HOUSE,APARTMENT_BLOCK,Flanders,West Flanders,Kortrijk,8500,50.820667,3.2690721,,,0,,0,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
60972000,335000,HOUSE,TOWN_HOUSE,Wallonia,Liège,Huy,4520,50.5673729,5.164802,2020,250,475,3,5,MISSING,0,0,0,0,0,0,0,0,MISSING,126,B,FUELOIL,1,1
63608000,365000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9100,51.1589338,4.1616649,1958,200,530,3,4,NOT_INSTALLED,0,1,0,0,1,400,0,0,GOOD,711,F,GAS,1,
541000,219000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7500,,,,,555,2,3,MISSING,0,1,0,0,0,0,0,1,MISSING,421,E,FUELOIL,1,533
33150000,600000,HOUSE,EXCEPTIONAL_PROPERTY,Wallonia,Hainaut,Charleroi,6200,50.4073746,4.5095972,,1500,35800,4,20,MISSING,0,0,1,,0,0,0,1,MISSING,,MISSING,MISSING,0,
58113000,735000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8300,51.3248401,3.298317,,204,0,,3,MISSING,0,0,0,0,0,0,0,0,GOOD,,MISSING,MISSING,0,
43458000,675200,APARTMENT,PENTHOUSE,Wallonia,Liège,Liège,4600,50.7435081,5.6860814,2023,169,,4,3,SEMI_EQUIPPED,0,1,1,51,0,0,0,1,MISSING,119,B,MISSING,1,
44908000,282150,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1105471,2.644063,2023,69,,,1,MISSING,0,0,1,18,0,0,0,0,GOOD,0,MISSING,MISSING,0,
41421000,269000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1785,50.9095863,4.3058345,2022,80,,2,1,MISSING,0,0,1,14,0,0,0,0,MISSING,40,A,GAS,0,
77176000,210000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,7170,50.4838125,4.2332851,,148,580,2,3,INSTALLED,0,0,1,20,1,470,0,1,AS_NEW,252,C,MISSING,1,
24053000,249000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,50.8626633,3.265887,,145,320,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,0,D,MISSING,0,
19923000,309000,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6900,50.2361591,5.3629472,2023,168,469,3,3,INSTALLED,0,0,1,,1,,0,1,AS_NEW,,A,GAS,1,
75886000,198000,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7600,50.5021648,3.5884888,2024,85,,,2,INSTALLED,0,0,1,11,0,0,0,0,AS_NEW,8704,B,GAS,1,
12656000,305026,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,2360,51.3119049,4.9875192,2023,90,,,2,HYPER_EQUIPPED,0,0,1,10,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
24546000,275000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2089773,4.3917365,,65,,2,1,INSTALLED,0,0,0,0,0,0,0,0,GOOD,,MISSING,GAS,0,
28598000,189500,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8156661,3.2800386,1965,,,,2,MISSING,0,0,0,0,0,0,0,0,GOOD,658,F,GAS,0,881
29563000,505000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2215137,2.8926329,,119,,,3,HYPER_EQUIPPED,0,0,1,81,0,0,0,1,MISSING,,MISSING,MISSING,0,
6339000,175000,APARTMENT,GROUND_FLOOR,Wallonia,Namur,Namur,5000,,,1983,115,,2,3,SEMI_EQUIPPED,0,0,1,7,0,0,0,0,GOOD,513,G,GAS,0,1360
60998000,375000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9170,,,2023,259,625,,6,MISSING,0,0,0,0,0,0,0,0,GOOD,,MISSING,MISSING,0,
75294000,335000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7040,50.3579573,3.8899637,,,0,3,3,HYPER_EQUIPPED,1,0,1,,0,0,0,1,AS_NEW,225,C,GAS,1,242
68394000,1250000,APARTMENT,DUPLEX,Flanders,West Flanders,Kortrijk,8500,50.826829,3.2659918,2012,,,2,3,MISSING,0,0,0,0,0,0,0,1,AS_NEW,133.91,B,MISSING,1,
17865000,310000,HOUSE,HOUSE,Wallonia,Liège,Liège,4431,50.6730344,5.4931028,,218,648,4,4,INSTALLED,0,0,1,15,0,0,0,1,MISSING,397,E,FUELOIL,0,1167
22508000,345000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8301,51.3405582,3.2363966,1974,40,,2,1,HYPER_EQUIPPED,0,0,0,0,0,0,0,0,GOOD,198,B,GAS,1,
21743000,1695000,APARTMENT,DUPLEX,Flanders,West Flanders,Brugge,8300,,,2005,135,,2,3,USA_HYPER_EQUIPPED,0,0,1,,0,0,0,1,AS_NEW,130,B,GAS,1,
61811000,380200,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9550,50.8853189,3.8812334,,191,290,3,3,HYPER_EQUIPPED,0,0,1,,0,0,0,1,AS_NEW,,MISSING,MISSING,1,
48258000,2000000,HOUSE,FARMHOUSE,Wallonia,Hainaut,Tournai,7520,,,2021,900,10000,4,5,HYPER_EQUIPPED,0,0,1,,0,0,1,0,AS_NEW,102,B,GAS,1,
12581000,335000,APARTMENT,PENTHOUSE,Flanders,Antwerp,Antwerp,2000,51.2104352,4.3981514,,70,,,1,INSTALLED,0,1,1,7,0,0,0,0,GOOD,146,B,GAS,1,373
24067000,280250,APARTMENT,DUPLEX,Flanders,East Flanders,Aalst,9300,,,2022,110,,4,3,MISSING,0,0,1,7,0,0,0,0,MISSING,,MISSING,MISSING,1,
57985000,275000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8185931,4.3838131,1930,75,,2,1,MISSING,0,1,0,0,0,0,0,1,TO_BE_DONE_UP,198,D,MISSING,1,531
78919000,327021,HOUSE,HOUSE,Flanders,East Flanders,Gent,9800,50.9771417,3.4648864,,133,246,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,15,A,MISSING,0,
4809000,349000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3080,50.817199,4.5063359,1931,144,130,,3,INSTALLED,0,0,0,0,0,0,0,1,TO_RENOVATE,503,F,GAS,1,592
41971000,225000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2122434,2.912007,2008,86,,,2,MISSING,0,0,1,,0,0,0,0,GOOD,283,A++,MISSING,0,
77288000,455000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1702,,,,,153,2,4,INSTALLED,0,0,0,0,1,50,0,0,JUST_RENOVATED,,C,GAS,1,
52855000,599000,APARTMENT,PENTHOUSE,Flanders,Flemish Brabant,Leuven,3150,50.976877,4.6348765,2024,,,3,3,MISSING,0,0,1,,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
1370000,375000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2180,51.2808794,4.4464632,1961,161,267,3,4,MISSING,0,0,0,0,1,99,0,1,GOOD,471,E,GAS,0,986
13765000,179000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2660,51.1802603,4.3554535,1963,,165,3,3,MISSING,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,726,F,MISSING,0,961
78922000,649000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1150,50.8284984,4.4603389,1955,175,114,2,4,INSTALLED,0,0,1,6,1,25,0,0,GOOD,257,E,GAS,1,
53005000,750000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1640,,,1973,183,694,4,4,INSTALLED,0,0,1,,1,594,0,1,TO_BE_DONE_UP,288,C,GAS,1,
51116000,499000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9500,50.7860474,3.9179924,,162,,2,4,MISSING,0,1,0,0,0,0,0,1,AS_NEW,396,D,MISSING,0,
45595000,424000,APARTMENT,PENTHOUSE,Flanders,Limburg,Maaseik,3920,51.2342889,5.3086094,,127,,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
45101000,150000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7332,50.5039756,3.7896488,,186,770,3,4,MISSING,0,0,1,1,1,550,0,1,TO_RENOVATE,,G,FUELOIL,1,520
52189000,321300,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2430,51.0851411,5.0657421,,105,,,2,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,1,
42878000,290000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,50.8559457,3.2721524,1977,148,449,3,3,MISSING,0,0,0,0,0,0,0,1,GOOD,250,C,GAS,0,897
22619000,315871,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,,,,103,,,3,INSTALLED,0,0,1,8,0,0,0,0,MISSING,,MISSING,GAS,0,
48452000,725976,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7784,,,,213,2992,,3,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,,MISSING,GAS,1,
53125000,485950,HOUSE,HOUSE,Wallonia,Liège,Verviers,4840,50.6549117,5.9504279,,206,795,3,4,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,MISSING,,A++,MISSING,1,
35133000,160000,APARTMENT,APARTMENT,Flanders,West Flanders,Diksmuide,8600,51.0334997,2.862771,,69,,2,2,MISSING,0,0,0,0,1,15,0,0,GOOD,328,A++,ELECTRIC,1,580
68782000,350000,HOUSE,VILLA,Wallonia,Namur,Philippeville,5660,50.1077815,4.5280842,2009,193,2008,4,4,INSTALLED,0,0,0,0,0,0,0,1,MISSING,155,B,MISSING,1,1199
1145000,99000,HOUSE,HOUSE,Wallonia,Liège,Liège,4101,50.6166837,5.4991454,,170,0,2,2,MISSING,0,0,0,0,0,0,0,0,TO_RENOVATE,541,G,GAS,1,1048
77824000,174000,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7060,50.5703743,4.0642271,2023,61,,3,1,HYPER_EQUIPPED,0,0,1,7,0,0,0,0,AS_NEW,,MISSING,ELECTRIC,1,
6722000,355000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1838218,2.8127204,,69,,4,2,INSTALLED,0,1,1,12,0,0,0,1,MISSING,,MISSING,MISSING,1,
4073000,326652,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3500,,,,,,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
2701000,375000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9820,50.9913506,3.7468665,2024,84,,,1,INSTALLED,0,1,0,0,1,34,0,0,MISSING,,MISSING,MISSING,1,
49964000,324000,HOUSE,HOUSE,Flanders,West Flanders,Diksmuide,8650,50.9873946,2.9577571,2023,,330,,3,MISSING,0,0,0,0,0,0,0,1,GOOD,,MISSING,MISSING,0,
