,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
45217,58287000,352000.0,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3680,51.102521,5.785232,,172.0,228.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,,A,MISSING,1,,,left_only
45246,44817000,352500.0,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7712,50.7301364,3.2287565,,,662.0,3.0,3.0,NOT_INSTALLED,0,1,0,0.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,,,left_only
45378,40119000,354500.0,APARTMENT,APARTMENT,Flanders,East Flanders,Eeklo,9060,51.2020385,3.8102705,,97.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,,MISSING,MISSING,0,,,left_only
45382,48743000,354500.0,APARTMENT,DUPLEX,Flanders,Flemish Brabant,Leuven,3040,50.7519239,4.6143045,,108.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
45410,9192000,354900.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2640,51.1651364,4.4501432,1959.0,108.0,,,2.0,MISSING,0,0,1,4.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
45422,43198000,355000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1083,50.8720322,4.3053966,2005.0,120.0,,4.0,3.0,USA_HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0,1,AS_NEW,,C,GAS,1,2000.0,,left_only
45439,56524000,355000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2280,51.1726725,4.7431011,,106.0,,,3.0,MISSING,0,0,1,14.0,0,0.0,0,0,MISSING,,MISSING,MISSING,0,,,left_only
45479,15743000,355000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8340,,,,88.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,0.0,MISSING,MISSING,0,,,left_only
45481,6785000,355000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.2946419,3.1358267,2023.0,88.0,,,2.0,MISSING,0,0,1,16.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
45506,20245000,355000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8630,51.073314,2.6687007,2022.0,98.0,,,2.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
45514,65533000,355000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6367241,5.5696057,,107.0,,,2.0,NOT_INSTALLED,0,0,1,4.0,0,0.0,0,1,MISSING,,B,GAS,1,,,left_only
45554,18626000,355000.0,APARTMENT,PENTHOUSE,Wallonia,Hainaut,Mons,7000,50.4457105,3.9420392,,97.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,1,MISSING,,A,ELECTRIC,1,,,left_only
45571,27951000,355000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2520,51.1877271,4.5644248,2024.0,110.0,0.0,2.0,3.0,USA_HYPER_EQUIPPED,0,0,1,24.0,1,61.0,0,0,AS_NEW,,MISSING,MISSING,0,,,left_only
45648,64060000,355000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6747,49.6080547,5.6450954,2022.0,,496.0,3.0,3.0,INSTALLED,0,0,1,,0,0.0,0,1,AS_NEW,,B,GAS,1,,,left_only
45651,40543000,355000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6747,,,,160.0,496.0,3.0,3.0,INSTALLED,0,1,1,18.0,1,,0,1,MISSING,86.0,B,GAS,1,,,left_only
45669,73974000,355000.0,HOUSE,TOWN_HOUSE,Wallonia,Liège,Liège,4630,50.6132666,5.7589302,2023.0,140.0,335.0,3.0,3.0,NOT_INSTALLED,0,0,1,,0,0.0,0,0,AS_NEW,,A++,MISSING,1,,,left_only
45679,64292000,355224.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5350,,,,145.0,535.0,3.0,3.0,MISSING,0,0,1,20.0,1,535.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
45683,47598000,355300.0,HOUSE,HOUSE,Flanders,West Flanders,Tielt,8760,50.9117137,3.2230767,,,371.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,40.0,A,MISSING,0,,,left_only
45684,9677000,355308.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0964475,2.589268,,89.0,,2.0,2.0,MISSING,0,0,1,7.0,0,0.0,0,1,GOOD,,MISSING,GAS,0,,,left_only
45698,19091000,355500.0,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8460,51.169995,3.0250538,,144.0,303.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,0.0,MISSING,MISSING,0,,,left_only
45708,6287000,355750.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.3178321,3.1416329,,89.0,,2.0,2.0,INSTALLED,0,0,1,12.0,0,0.0,0,0,MISSING,,MISSING,MISSING,0,,,left_only
45754,42577000,356500.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Neufchâteau,6880,,,2023.0,121.0,,,2.0,MISSING,0,0,1,8.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
45759,9877000,356627.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4663683,4.8714176,,112.0,,,3.0,MISSING,0,0,1,26.0,0,0.0,0,1,AS_NEW,66.0,A,MISSING,0,,,left_only
45773,20446000,357000.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3500,50.9371591,5.3355347,,115.0,,,2.0,MISSING,0,0,1,10.0,0,0.0,0,1,MISSING,,A,MISSING,1,,,left_only
45782,77707000,357000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1180,50.7954576,4.3735771,2023.0,57.0,,2.0,0.0,USA_HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,0,AS_NEW,95.0,B,MISSING,0,,,left_only
45809,59996000,357182.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2340,51.2954609,4.7788055,2023.0,132.0,,,3.0,MISSING,0,0,1,15.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
45833,19661000,357500.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1470,50.6038041,4.4471846,,164.0,275.0,3.0,3.0,MISSING,0,0,1,11.0,0,0.0,0,1,MISSING,,A,MISSING,1,,,left_only
45834,63887000,357600.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8520,50.8556573,3.2969343,,,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,0.0,A,MISSING,0,,,left_only
45869,47650000,358000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9450,50.9068955,4.0131663,,134.0,150.0,,3.0,MISSING,0,0,1,,0,0.0,0,0,MISSING,,MISSING,MISSING,0,,,left_only
45912,64214000,358500.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3300,50.8169608,4.8857191,2023.0,129.0,0.0,2.0,3.0,MISSING,0,0,1,21.0,1,100.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
45926,23724000,358760.0,HOUSE,HOUSE,Wallonia,Liège,Waremme,4280,,,,156.0,1078.0,4.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,,A+,MISSING,0,,,left_only
45937,65244000,359000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8666372,4.344707,2022.0,100.0,,4.0,2.0,INSTALLED,0,0,1,8.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
45950,29501000,359000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2018,51.197223,4.4077036,1963.0,100.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,241.0,A++,MISSING,0,1065.0,,left_only
45952,59194000,359000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2020,51.1929958,4.3783964,,129.0,,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,AS_NEW,169.0,B,MISSING,0,,,left_only
45963,20660000,359000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2240,51.2134013,4.6565528,,97.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,1,51.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
45994,35407000,359000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3200,50.9830337,4.8305965,,85.0,,,2.0,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,1,MISSING,,MISSING,ELECTRIC,1,,,left_only
46009,13068000,359000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2161899,2.8783624,,,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,162.0,B,MISSING,1,,,left_only
46021,71311000,359000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8630,51.0728775,2.6784804,2021.0,102.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,0,GOOD,0.0,MISSING,MISSING,0,,,left_only
46033,5586000,359000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4671,50.6558619,5.6753962,,107.0,,,2.0,INSTALLED,0,0,1,39.0,0,0.0,0,1,AS_NEW,,A,GAS,1,,,left_only
46035,8811000,359000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4671,50.6558619,5.6753962,,119.0,,,2.0,INSTALLED,0,0,1,22.0,0,0.0,0,1,AS_NEW,,A,GAS,1,,,left_only
46072,59203000,359000.0,APARTMENT,PENTHOUSE,Wallonia,Walloon Brabant,Nivelles,1490,50.6368842,4.5594856,,110.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,B,GAS,1,,,left_only
46140,44003000,359000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9280,51.0191644,4.1537719,1961.0,165.0,340.0,4.0,2.0,INSTALLED,1,0,1,24.0,1,112.0,0,0,GOOD,395.0,D,GAS,1,577.0,,left_only
46154,4666000,359000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9770,50.904499,3.5281414,1969.0,254.0,680.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,967.0,F,GAS,1,681.0,,left_only
46157,77370000,359000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9100,51.1805265,4.1571977,,,152.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,246.0,C,MISSING,1,,,left_only
46161,66748000,359000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9190,51.205392,4.0801934,,193.0,378.0,3.0,4.0,MISSING,0,1,1,,0,0.0,0,0,GOOD,248.0,C,GAS,1,914.0,,left_only
46177,9436000,359000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3582,51.0698243,5.2430915,2004.0,263.0,366.0,3.0,3.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,1,MISSING,143.0,B,GAS,0,1103.0,,left_only
46178,52982000,359000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3590,50.9081527,5.4232683,1987.0,294.0,288.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,271.0,C,MISSING,0,1256.0,,left_only
46188,78591000,359000.0,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3920,51.1645959,5.2664616,2023.0,145.0,533.0,3.0,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,0,GOOD,,MISSING,GAS,1,1.0,,left_only
46196,23201000,359000.0,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8200,51.1944903,3.1988079,,,165.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,227.0,C,GAS,0,623.0,,left_only
46211,32801000,359000.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7030,50.4362284,4.0184578,,207.0,433.0,2.0,3.0,INSTALLED,0,1,1,19.0,1,,0,1,MISSING,90.0,B,MISSING,1,,,left_only
46245,33747000,359000.0,HOUSE,MIXED_USE_BUILDING,Flanders,Limburg,Hasselt,3600,50.9587815,5.437217,1964.0,235.0,540.0,,3.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,0,MISSING,580.0,F,FUELOIL,1,,,left_only
46260,68976000,359040.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8550,50.8042814,3.3433078,,,300.0,3.0,3.0,INSTALLED,0,0,0,0.0,1,180.0,0,0,AS_NEW,,MISSING,MISSING,1,,,left_only
46320,54878000,359900.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Virton,6720,49.7282608,5.641011,,123.0,,,3.0,NOT_INSTALLED,0,0,1,,0,0.0,0,1,AS_NEW,85.0,A,MISSING,0,,,left_only
46354,66015000,360000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,,,,105.0,,3.0,2.0,HYPER_EQUIPPED,0,0,1,12.0,0,0.0,0,1,GOOD,230.0,E,FUELOIL,1,,,left_only
46368,60486000,360000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2390,51.2987358,4.734404,,111.0,,,3.0,MISSING,0,0,0,0.0,1,96.0,0,1,MISSING,,MISSING,ELECTRIC,1,,,left_only
46370,62566000,360000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2520,51.1877472,4.5648557,2024.0,103.0,,2.0,3.0,USA_HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
46377,63932000,360000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9450,50.8987554,3.9933763,,140.0,,3.0,3.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
46388,39105000,360000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9170,51.2341944,4.1020291,2023.0,125.0,,3.0,2.0,MISSING,0,0,1,21.0,0,0.0,0,1,GOOD,,MISSING,MISSING,1,1.0,,left_only
46438,1316000,360000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,,,2023.0,120.0,,,2.0,INSTALLED,0,1,1,34.0,0,0.0,0,1,MISSING,,A,GAS,1,,,left_only
46469,64505000,360000.0,APARTMENT,GROUND_FLOOR,Wallonia,Liège,Liège,4031,50.5954787,5.5703821,2023.0,120.0,,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,JUST_RENOVATED,44.0,A+,GAS,1,,,left_only
46474,19375000,360000.0,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1180,50.804026,4.3595997,1967.0,60.0,,2.0,1.0,USA_HYPER_EQUIPPED,0,0,1,35.0,0,0.0,0,0,AS_NEW,305.0,F,GAS,1,,,left_only
46500,47142000,360000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2170,51.2471037,4.4578189,1946.0,207.0,161.0,2.0,5.0,SEMI_EQUIPPED,0,1,0,0.0,1,76.0,0,0,TO_RENOVATE,309.0,D,GAS,1,902.0,,left_only
46513,77500000,360000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2310,51.3406863,4.7545194,1941.0,,455.0,3.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,664.0,F,MISSING,0,637.0,,left_only
46585,13632000,360000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4122,,,,1156.0,0.0,4.0,3.0,MISSING,0,0,0,0.0,1,1.0,0,0,MISSING,,C,PELLET,1,780.0,,left_only
46591,46351000,360000.0,HOUSE,HOUSE,Wallonia,Liège,Verviers,4950,,,1960.0,143.0,1349.0,4.0,5.0,INSTALLED,1,1,0,0.0,0,0.0,0,1,GOOD,303.0,D,FUELOIL,1,981.0,,left_only
46608,64241000,360000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1300,50.7111328,4.6089071,1940.0,197.0,565.0,3.0,4.0,SEMI_EQUIPPED,0,0,1,25.0,1,418.0,0,0,GOOD,301.0,D,FUELOIL,1,999.0,,left_only
46619,58185000,360000.0,HOUSE,MIXED_USE_BUILDING,Flanders,Antwerp,Turnhout,2300,51.3238252,4.9497683,,,321.0,,0.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
46632,67788000,360000.0,HOUSE,VILLA,Wallonia,Hainaut,Mons,7332,,,1960.0,187.0,1409.0,4.0,3.0,INSTALLED,0,0,1,80.0,1,1300.0,1,0,GOOD,192.0,C,GAS,1,957.0,,left_only
46647,27809000,360280.0,APARTMENT,GROUND_FLOOR,Flanders,Flemish Brabant,Halle-Vilvoorde,1800,50.9239215,4.4210263,,113.0,,,2.0,INSTALLED,0,0,1,8.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,,,left_only
46672,11356000,361000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9032,51.0892012,3.6898356,,99.0,,,2.0,MISSING,0,0,1,15.0,0,0.0,0,1,MISSING,0.0,MISSING,MISSING,0,,,left_only
46687,66438000,361174.0,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6900,50.2208574,5.3468802,,251.0,0.0,2.0,4.0,MISSING,0,0,1,21.0,1,47.0,0,1,AS_NEW,64.0,A,MISSING,0,,,left_only
46699,53290000,361500.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2160,51.196382,4.5283512,,,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,,MISSING,MISSING,0,,,left_only
46706,69730000,361600.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1120,50.8884803,4.3789931,2022.0,125.0,,2.0,3.0,MISSING,0,0,1,20.0,0,0.0,0,1,GOOD,,MISSING,ELECTRIC,0,,,left_only
46773,73748000,362500.0,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3620,50.8944989,5.6389356,,150.0,479.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,,A,MISSING,1,,,left_only
46782,54765000,362770.0,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7730,,,2023.0,,379.0,3.0,3.0,INSTALLED,0,0,1,,0,0.0,0,1,AS_NEW,,A,GAS,1,,,left_only
46789,73702000,362851.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5002,50.4738939,4.8551285,,208.0,218.0,2.0,3.0,MISSING,0,0,1,19.0,1,27.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
46831,68897000,363517.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9800,50.9832401,3.5837998,,,272.0,,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,0.0,MISSING,MISSING,0,,,left_only
46834,29904000,363948.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1480,50.6746058,4.1876627,,191.0,376.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
46854,41535000,364000.0,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2610,51.1644619,4.3885133,,,,,2.0,INSTALLED,0,0,0,0.0,1,70.0,0,0,MISSING,264.0,C,GAS,1,714.0,,left_only
46859,2398000,364000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2180,51.2778601,4.4307899,1968.0,162.0,214.0,2.0,3.0,MISSING,0,0,1,,0,0.0,0,1,GOOD,232.0,C,GAS,1,,,left_only
46863,10234000,364000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9255,51.0192695,4.2026427,2021.0,138.0,0.0,2.0,3.0,HYPER_EQUIPPED,0,0,1,26.0,1,28.0,0,1,MISSING,,MISSING,GAS,1,,,left_only
46872,75949000,364000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4030,50.62578,5.60748,,175.0,248.0,2.0,3.0,SEMI_EQUIPPED,0,1,0,0.0,1,,0,1,MISSING,84.0,A,MISSING,1,,,left_only
46887,42766000,364200.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3800,50.8086039,5.1948937,,111.0,,,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,GOOD,0.0,MISSING,MISSING,0,,,left_only
46950,76099000,365000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2390,51.3012553,4.7292037,2024.0,112.0,,2.0,2.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0,0,AS_NEW,50.0,A,MISSING,0,,,left_only
46955,6619000,365000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2650,51.1561601,4.4274253,1984.0,105.0,,2.0,2.0,INSTALLED,0,0,1,36.0,0,0.0,0,0,MISSING,131.0,B,MISSING,1,,,left_only
47003,3944000,365000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1880,51.0131882,4.3572785,,113.0,,2.0,2.0,INSTALLED,0,1,1,21.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
47033,73464000,365000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2218166,2.8938966,,79.0,,,2.0,HYPER_EQUIPPED,0,0,1,,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
47085,1587000,365000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1390,,,2022.0,88.0,,,2.0,MISSING,0,1,0,0.0,0,0.0,0,0,MISSING,,B,GAS,1,,,left_only
47101,8475000,365000.0,APARTMENT,GROUND_FLOOR,Brussels-Capital,Brussels,Brussels,1000,50.8665959,4.3449,,99.0,,4.0,2.0,HYPER_EQUIPPED,0,0,1,12.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
47104,4298000,365000.0,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2000,51.2207529,4.4102467,2024.0,74.0,,2.0,1.0,HYPER_EQUIPPED,0,1,1,8.0,1,22.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
47105,60477000,365000.0,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Antwerp,2000,51.2207529,4.4102467,,74.0,,,1.0,MISSING,0,0,1,8.0,1,22.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
47150,8582000,365000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2060,51.2317168,4.4297908,1899.0,163.0,92.0,2.0,4.0,INSTALLED,0,1,0,0.0,1,16.0,0,1,JUST_RENOVATED,207.0,C,GAS,1,656.0,,left_only
47169,17825000,365000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.032598,4.4819253,,115.0,55.0,2.0,3.0,USA_INSTALLED,0,1,0,0.0,0,0.0,0,1,GOOD,246.0,C,GAS,1,537.0,,left_only
47170,68905000,365000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0340284,4.4894242,1900.0,98.0,60.0,2.0,4.0,INSTALLED,0,1,0,0.0,1,,0,0,JUST_RENOVATED,165.0,B,GAS,1,319.0,,left_only
47191,55470000,365000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9400,50.82824,3.9317539,1975.0,190.0,1405.0,4.0,3.0,INSTALLED,0,0,1,,1,760.0,0,1,GOOD,608.0,F,FUELOIL,0,1105.0,,left_only
47224,45041000,365000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9160,51.1060655,3.968725,1954.0,,347.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,398.0,D,MISSING,1,475.0,,left_only
47225,64817000,365000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1600,50.7906391,4.2775028,1935.0,177.0,192.0,3.0,4.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,0,TO_BE_DONE_UP,420.0,E,GAS,1,961.0,,left_only
47231,9262000,365000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1840,50.9997631,4.3174801,2024.0,180.0,261.0,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,,A,MISSING,1,,,left_only
47239,52434000,365000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3078,,,1900.0,126.0,251.0,3.0,3.0,INSTALLED,0,0,1,166.0,0,0.0,0,0,GOOD,360.0,D,FUELOIL,1,835.0,,left_only
47253,49061000,365000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3600,,,2007.0,130.0,0.0,2.0,3.0,MISSING,0,0,1,,0,0.0,0,1,MISSING,175.0,B,MISSING,0,884.0,,left_only
47271,15613000,365000.0,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8490,51.2071293,3.1115655,2014.0,138.0,110.0,2.0,2.0,SEMI_EQUIPPED,0,1,1,,0,0.0,0,0,GOOD,139.0,B,GAS,1,405.0,,left_only
47287,68608000,365000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6221,50.5131657,4.5427786,1991.0,140.0,951.0,4.0,3.0,INSTALLED,0,1,1,35.0,0,0.0,0,1,GOOD,302.0,D,FUELOIL,1,,,left_only
47298,71934000,365000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6231202,5.5737413,,274.0,236.0,2.0,4.0,MISSING,0,0,1,25.0,1,109.0,0,1,GOOD,340.0,D,GAS,1,1229.0,,left_only
47301,25241000,365000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4100,50.5851496,5.4988491,1949.0,250.0,660.0,3.0,5.0,SEMI_EQUIPPED,0,0,1,30.0,1,550.0,0,0,GOOD,134.0,B,FUELOIL,1,1142.0,,left_only
47341,63562000,365000.0,HOUSE,TOWN_HOUSE,Wallonia,Hainaut,Charleroi,6032,,,,145.0,205.0,2.0,3.0,HYPER_EQUIPPED,0,0,1,45.0,0,0.0,0,0,AS_NEW,422.0,E,ELECTRIC,1,927.0,,left_only
47388,16589000,365689.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3850,50.87496,5.23985,,163.0,428.0,3.0,3.0,MISSING,0,0,0,0.0,1,428.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
47393,71967000,365800.0,APARTMENT,GROUND_FLOOR,Wallonia,Luxembourg,Bastogne,6660,50.1319193,5.7893366,,105.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,AS_NEW,,MISSING,GAS,0,,,left_only
47460,69413000,367000.0,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1082,,,,119.0,,,2.0,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
47488,19072000,367200.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7544649,3.6198467,2023.0,136.0,154.0,,3.0,MISSING,0,0,1,10.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
47494,77837000,367400.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1540,50.7286658,4.0138513,,102.0,,,2.0,MISSING,0,0,1,18.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
